"","siteID","domainID","namedLocation","decimalLatitude","decimalLongitude","elevation","sampleID","eventID","date","year","habitatType","samplerType","benthicArea"
"1","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20140722.SURBER.3","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093
"2","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20140722.SURBER.1","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093
"3","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20140722.SURBER.2","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093
"4","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.SURBER.2","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093
"5","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.SURBER.3","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093
"6","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.SURBER.1","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093
"7","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.HESS.2","POSE.20141028",2014-10-28,2014,"pool","hess",0.086
"8","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.SURBER.4","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093
"9","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.HESS.1","POSE.20141028",2014-10-28,2014,"pool","hess",0.086
"10","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.SURBER.5","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093
"11","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20141028.HESS.3","POSE.20141028",2014-10-28,2014,"pool","hess",0.086
"12","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20150330.HESS.2","POSE.20150330",2015-03-30,2015,"pool","hess",0.086
"13","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20150330.SURBER.3","POSE.20150330",2015-03-30,2015,"riffle","surber",0.093
"14","POSE","D02","POSE.AOS.reach",38.89431,-78.147258,275.8,"POSE.20150330.SURBER.4","POSE.20150330",2015-03-30,2015,"riffle","surber",0.093
