"","siteID","domainID","namedLocation","decimalLatitude","decimalLongitude","elevation","sampleID","eventID","date","year","habitatType","samplerType","benthicArea"
"1","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.SURBER.3","SYCA.20170703",2017-07-03,2017,"run","surber",0.093
"2","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.SURBER.5","SYCA.20170703",2017-07-03,2017,"run","surber",0.093
"3","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.CORE.6","SYCA.20170703",2017-07-03,2017,"pool","core",0.006
"4","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.CORE.2","SYCA.20170703",2017-07-03,2017,"pool","core",0.006
"5","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.SURBER.8","SYCA.20170703",2017-07-03,2017,"run","surber",0.093
"6","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.SURBER.1","SYCA.20170703",2017-07-03,2017,"run","surber",0.093
"7","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.SURBER.7","SYCA.20170703",2017-07-03,2017,"run","surber",0.093
"8","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20170703.CORE.4","SYCA.20170703",2017-07-03,2017,"pool","core",0.006
"9","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20171030",2017-10-30,2017,"run",NA,NA
"10","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"1","SYCA.20171030",2017-10-30,2017,"run",NA,NA
"11","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20171030",2017-10-30,2017,"riffle",NA,NA
"12","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20180226",2018-02-26,2018,"riffle",NA,NA
"13","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20180226",2018-02-26,2018,"run",NA,NA
"14","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"1","SYCA.20180226",2018-02-26,2018,"run",NA,NA
"15","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20180403",2018-04-03,2018,"riffle",NA,NA
"16","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20180403",2018-04-03,2018,"run",NA,NA
"17","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"1","SYCA.20180403",2018-04-03,2018,"run",NA,NA
"18","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20180612",2018-06-12,2018,"riffle",NA,NA
"19","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20180612",2018-06-12,2018,"run",NA,NA
"20","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"1","SYCA.20180612",2018-06-12,2018,"run",NA,NA
"21","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20190123",2019-01-23,2019,"riffle",NA,NA
"22","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,NA,"SYCA.20190123",2019-01-23,2019,"run",NA,NA
"23","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"1","SYCA.20190123",2019-01-23,2019,"run",NA,NA
"24","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.SURBER.5","SYCA.20190207",2019-02-07,2019,"run","surber",0.093
"25","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.SURBER.1","SYCA.20190207",2019-02-07,2019,"run","surber",0.093
"26","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.SURBER.7","SYCA.20190207",2019-02-07,2019,"riffle","surber",0.093
"27","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.SURBER.3","SYCA.20190207",2019-02-07,2019,"run","surber",0.093
"28","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.CORE.2","SYCA.20190207",2019-02-07,2019,"run","core",0.006
"29","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.CORE.8","SYCA.20190207",2019-02-07,2019,"run","core",0.006
"30","SYCA","D14","SYCA.AOS.reach",33.750993,-111.508091,645,"SYCA.20190207.CORE.4","SYCA.20190207",2019-02-07,2019,"run","core",0.006
